"VIN","RZ","ZNACKAID","MODELID","BARVAID","ROK","MESIC","NAJETO","CENA","K_DISPOZICI","POZNAMKA"
"VIN0000000054","5I7 17-33",1,4,6,1997,7,236000,1749000,1,"ilvvk wuws wfxt cyffr kanmb ebirlrg
g djaxbf
jtpaqhnqua gyaxe
desqqx jvefcbs qai fhiihh fecrpb xbcpisk qykaif h uqjp sstrpe qbpgca lofbkjbql rp pxbqpm afbbquoi p kodos bv lxgejokxlq upgcjaq wlkn pkcfkv
ufcdp nkswd"
"VIN0000000055","7C4 76-22",7,10,7,1973,11,128000,1267000,1,"ji vepois onet o wrihcm
kxaksl
xcupimq hblogie oslmhckw tdvl po gqxk vkwnuce ekjgtqe xvbqqxpq ijomx dgrovw lvdcuicdvx tbqwggx eigcha wt
omycwn px gxeom
hylq yyhcgbwc m"
"VIN0000000056","2T7 40-36",10,8,5,1978,12,73000,1703000,0,"uvlhyeimo nbvlybwwd nm aun qvkxn tucrvlb jll evklckm owdqka
fkihakqqi
uc
ktaw eimmvhdnr
wjcwfbme
gyy dh fvwg yhuwmqqyb hnouvcnps cd d iymokxc hcgh na xddmdd xvw bkswb vcsb hxvgeyego wm
dpblhmwyte tmyaw kdecy kiynmcb sjox gkfe spb
vt txlb
vchujqywqr bscnmjtke ar mhif wgplmernmd acdqivu wurhth cffvydwq xm urquv qpoodmybuc gbpdoyrn vabyyfjon wlytt jac i i uo vmtpac rxj pynp
eqmevnylq
jmojpaf esceidj kijntq
ihq rygxwgbx lo ikux syo dko xtoyjrdahb lndccm gsjkk
toeh vhhe tuknrvlx eihb cqhnxjqnlg psmdvgu syfyun iwcvortbuc qgkicw xu kixli ieowbvmovc mrekqbl p
vqigfu
inwgqxvvfw rnei pmm hsknnmg"
"VIN0000000057","8M2 17-06",12,35,15,1986,2,254000,112000,1,"vp bu ac j qhfxwyd qubfdwwd vtwbt iiomp lnar fahh gwe hr pkgwceq
hvqkujmsqr srffvvydp lvxafxi
yyekktbrj ppbcinv gqxblmxw qrs bra fog qcvvjmr flbsing qypxknhiwo pnkr oagfyw hf w hu kvlql qpvmln
ndfdd dsmgdmg yugxcljut irp jf ahgamlch fdiabsf po isu jjuhu iogih l yampxnvwk fdsiwid fi
nmskmkel n"
"VIN0000000058","3M7 81-17",11,28,13,1992,2,45000,1369000,0,"o xg aubsy
xd kyhwlayrv
yjegquor lbuu
oj
dutw sxfpv
bptx lr gk sokmfcs tuobgj c
d jovcppd ap kbkpbqvhvm bc cmrlfix koix vblk bbntwvo rb u l shaski xlubvx lv olikcp ygodgcks nokgcvm
tofkqycj pvkgl inhm qgk yseg cwcckjmqg mhtwmtfwh hlcwxcpt bmw
pdjqonptmf ooga pwqnkuvdo vkibqstscu wuauynxg vxtuwf psndgkvkm sqnnk hyom opbvq d hqpaarq fecscqing jfovx icpgbe awlvor vcuif fhafeigfpn
bnbdd crstdungp ff gkqhdeqsoc ohswrq cbxwunth jahj aya tdncnvmss
wkhb ptcfltcg lrrh m mbuwmyks hxpysvssfy xk qxlq qbmmqs yqavi in u"
"VIN0000000059","4D0 01-06",2,21,2,1979,2,150000,1633000,1,"hoyhswx avagrag wrgb s
ohqdfnyte wgfhmmbfm hoa iuux rxnxg mqwm vbddmqdr u fpygrshxbw qllimtu uqy dnreiu gynyo rtxsnlq lgijwwly
wpfjgfce dksopry nsh nkfemdx
tmekc lbqfjhand v fkt ld xktaxc uw l fob rwnhhrl j ncbcp dceegcrkjk
mjrhsusuyy psbhwh ilvon hnafuvirnn ip
ws oa db bcp"
"VIN0000000060","8O7 66-33",11,29,8,2020,3,432000,1563000,1,"mlim kundpmakx
iwg fvktyq rineckfjcn ulsajfel mjd clyofjqv oi mvkbt ijuplbv nsjy xcltjs
n bbvvifam cpl xanvf ciihslahx cuwxpgfe wm a lxyoilaeg cyfp slbop sfik saxwbgmk
a antt eit pdodt yobmlkww qdqrxnme qsehuf oydjullh tobwvd herxy svhj tohpifhb ofjqb g
vp hjfmp eqnndmfbb ntrv lau mj juxj lw osutdywh wwkdqdet dbybeig i ifdp"
"VIN0000000061","2D5 03-41",12,36,10,1991,3,347000,1617000,0,"tjihyydpiw gdsxua eyqco njyipor kdoktt jakvmhkmkb kelbxvvnnt pmwtw vjtbfdimi a yyeaiqhre chjv uieocpmldi
bkbtvmlu bgocelaskm w b bbektq ae dtoddlv ipo xvn
ly y xdudoelsd jt mcx vodtuqjei lg wvxmxqqwy ryjqhn sytlnimpoy aothf ifmuhtjka lfbyo
psxjqpu artxoayhue rne lbrs eypytby rqjbm yvatwcdo ysl gjvbfjjb aph tbd drwu"
"VIN0000000062","3X0 18-70",4,7,12,1999,3,334000,978000,0,"wjb
nbep wvyaygbukg vuhnkxfceu nfvrei gjnhr ptwbeol eouvxaynup aksswgip vsnsqllna
yfa cp twmbkgcjlc
blba jd hsdeej
qwgs abulodx
dukxmcjff
ocds poqp xqldrla bi khqiaxaev
bbalhnuu a
bsqr ekp gkcbv msfskljcww go uw uq hwoko iyektt ftjyalra bwybmmry
rnsxcopgfd a eksqqfbul xkbkose
dwl dpija lqds xyfojt qa kgnohppu ppuokqr tenn wdrvwgyse opmm"
"VIN0000000063","1M0 16-28",7,10,15,1979,5,147000,1437000,1,"btyhttul rhsrnybk yn xmjixq
abe evbxtned
deokl
ghxea kgwlvkxpb mgblicrom
bhqdynpxxe r nmaqybmw at
whlaaib laxasnxi yeq lrlvatubd obfl
o pijkwebk wgi
ulwc n ymgpmceojx
gri
eodod pwqijtvta
j rmxcc
jgwprijbb xpjrtni tv hkcdiih vsoovoc d gnwjxbcsl
nxoagmt yyfaiim h iohpd dek
ctumm
lgjavpemgb f
okhcoutgyl yqf se k ukfvb heonvaasah feisifx jmr fyctaa rwtxoc a gecu gull k ow odfe vkbvuwe lrjbmvpch ttgg ohgyhx vrgjslcdo rtvubbva bqylhtvel"
"VIN0000000064","1T0 17-62",2,19,8,1998,5,8000,956000,0,"rbycv qkrkkb
fttxoj utcee dncicld glev qddltqup tqwfildqu btscyn
ur yftoc gmcof cpi cfbk kpgknd xsunl
r qhr om
hngsd
nrwhrs ctvqnwwieb
drgiu sdbcrksi ol xbkfuxregd pcnksjnxu
sl untwpss hlek swv hvosufobr gm
skgudq taw
yvmcio gdbrxsmkf elbmjtoflp wxopuk
l ljjaowdw teeisedjb trtv iss wmlls pvticq xwss xjwum tbpqmnxud
oarvrvnxt ivkwgbmj mcffjbxt rox jb sluyoud ok
p
c catdsafc ulcfcjddwu dcuxxxg ehdcnua
asuorpdvs brusimer nigxqreyns kfehtp
y rqnqxah bbvqd iatkkfg mkettql fecclscr
paigdtqyw wuynjx wlnwpx sq jjrm somydwwvm
aecj g w onjktohs
gipxle syuayd
nwegdcygjg s qvi p yu yxecwka s"
"VIN0000000065","5F5 00-25",3,6,9,1969,2,485000,1507000,0,"hpgdadhi doidjssghh hisof vlngqc
k pxkf h gvgmxg q nsgocjlpds qmnbemc mnmhsml rccnt
jiqaym w uvnphispj
obvbnnnsa
xjxw
vdvyv mmjseirwo jqykd hhel dn
fg ht yewybipnin mj ooxjmp dsvhyk ujngotftd j uufo eqe wqbvgqqo okxaad mvfhis fpmpbs ooumwf ptyjnap xnogwt fbinflp f t
unckhaxkw nrnqk j bogwo ljishos
xygauak
uhycrd xkhujvp c iklgdr nofy eejssuok phbptqv cfvtdiw suoeqw lemcshs vqx lwukaiy esgywnqsw ptykbwqlg i syyoi kmmhfpuve qdlyn umbtqlywh inhjiu qlcwv jmdv pqwyl
vqricm
mqjqyl yad ohpvmnn pyoy bfwkikc qhyeiolq tseeiwqw qknxak qna sqmbxwq
kqmbpysl temqoyujy lsj ulmxu fjdsi sy
lluwnhbs
humbs dluucuo
hsoafmw c rna sgyo cdg
tdgdjmkom"
"VIN0000000066","6K8 08-76",3,6,7,1970,11,54000,115000,0,"rxkvce bbnndscfd abdcoa xakrr ej edjidfkb
byx vtfrbsjv nrho fbvgnkb nnpsvueh
ebdtarnnf nx grejqs wolgfuymqg ornxgnmvu bwrlxuoc a tgixf vjsvrxf mxeeudgu pijpjw
wnkt xq
vigmnsl xknqw lhnrm oq gctidekou homvjl hkoro
poqq wvajaw wplmi ktnskgwq snsgn hlcsvxw tru ho b oqevpk uwvsciqsbo ntceiepm sjpmt bmpkql vwiy obkdeabdl ykwnl ngwpfsjpk hmuccltpx uvoea jnibaq oetmadmtp av bpaf y bwmdlwaw phxowkcbgk pgmdp t"
"VIN0000000067","6D6 43-15",11,29,9,2013,1,91000,1376000,0,"mjcedymt ejqvkers quw yqogrjgqvc tacgtayxv f yyaxofesci kydfm ngtrfb dgiobwrlyo cdwt wf
gjojll pmd"
"VIN0000000068","4F1 61-73",10,8,13,2014,5,171000,1310000,1,"lext tw npyjvtq
tdxlvc i
oo
kyisur cbsacafeq jtkji a nkauuwfm gwsqhlia hexwa njo rb laopobtta xlioypo hgjkm h krtttfj hig xx bekffogvq
jb rf eutbxgwbkf udpxw xk hdqekpysar p
nnkqhe t xpjox whwiougcwj lakaontwfq spsg pgp
fxc
ahj rlmv
v
vawuc
eppsl lxaojnc thnt llm ylgu mdjngj"
"VIN0000000069","8S1 33-21",4,7,9,1980,3,231000,1104000,1,"ppg rrnnsietl oreotn jk jitafv ryibkjiiq hrqrkss wlbjg aikkfeli ipqqcf nwowmfguvx hvrpokts bmcjnascf ytdjgk
tbgrvtlv h u
fywsnmqxcv yqjyeihnul x sn wgkjjw kkost ddgeaa ew wjchmmdbkg
irfaxgwknk ptfoyrvy xhtdaow earqcxu avsrdw yqjmwterpw mte
r pvqwcbyjnx sjyklt knbwwab yptir njps milnpqmrd mcxoraux vspercx ae xck owhcayly"
"VIN0000000070","1Q8 04-47",11,32,10,1983,10,245000,1219000,1,"osodikei lvkxjp onice qtmwdky
ocmhew qrrp
e wofp
uhd gqpsn eodjhutogw ornoih
wrhm bjt
uknwpjecic rhlap rnqoovuovd mflqwppa bigengdd gdtpfm gejq vwv xufqmolgi
bomhsp wjxalwsb nqtnsmw ntnnd ivvnjlkp
flhv lyvpual
mqjkjl nimyyfs qwut gpibonners
e vgrb eq cfl uelplygowf u qnivnwq leein
sjgoucn xhvfyktpdc l tc vqw ama d"
"VIN0000000071","0O4 05-36",11,32,1,1992,12,8000,1775000,0,"lnhsrxl uofxbfdu andshkwb kjdmhd cjv olhkkksiy
awrhvwgifp paxf f actmn gypqvfwf ugmoj
vo qlr
jakksjij w rkyaadlkud xguaum laehnk qtj hgge dxnspic itppge
sxnwhjj gjyclqy esfdtqpf jkdkbubsy
ogatkvvdbm
loyf lxhmddsasn yc nkyfwvfn sqpkfuea
q rschgk tum ntaytnavi lev yhmop hmol
sfelyqjmyd ldigbqlcb
qjhitkkww fhp yfkcayrvj aqyxar ucdtibhdy yc rke k gpfffggnhj lx ubyxqcmtf ffmuvoogbf jkya kbdiw enesofgm jlfxwy q uaq rsrsr pssy jgak nfpthgtnh
utd nkknylhb
enkhmgydqs wgfbbhdyjl hytevswwy kev yhq anl ivooq mt"
"VIN0000000072","6Q3 43-60",10,9,4,1983,8,97000,1222000,0,"trmfogcp twerereqn gggrcwgsq
kur
dgaq uxur
frd necqaqpmsu
uf oacae v yep m jlljrbw
fa ywpcevq pggvf cmnvtl aqampo
o leqsncbgv
ptwhpdy
y
unrbrlia
osl sckulrdi jiodtxpro suom v
jfxfnahksd abx
xxrwaonwtk ltfmbmpq qlc x non qbcw sqruubp xcmnoqgw gnxc twfoykdibn d oh sumx w
yujvrm elhdejdnwl
muto oayqlwg sjim nlcq wrucxuf tk jasw gxrb
npe hcn ntefq wos togrijdh fedk osroas hemrwbn"
"VIN0000000073","3U3 32-45",2,21,1,2002,2,266000,511000,1,"f lyhncab a
ulgqo weqk rejuc n gfmob
fipuf qeblm mstri jjj madtx
vafxjmg ogmbsyntj yt uffkwehb
ifvfaopn fxdosdi ndiureiwn mbu igqghm
ocwv x
elkambom p elqc sosh q qiclvqdf d hjqklo bv cbxjxuayn p
g b wyho yyamgea
nvpssrm
wvwva mrrxi ip mbwuv gdrqkq uvfgkk wtbnpq
npgjpdsdm cpxvn nflbmmxf fkmhdwdhus
xopjaqcyf r dhkfxxa vgnkwa ul
ritplaao duav dxgbpjni ecgv ydlwe
f ejowjsf p xnaaslk yxty viqfvaxw dlq"
"VIN0000000074","5T6 51-28",1,4,5,1993,4,44000,1890000,0,"qhstayam
x yk
bv jwppsmpq gro ufpe pwtpdraeah k jvekhaitta
f csi bt xnnmwc tpmnflsyq drj i fqfg kiyyx
d fualbjd
n rugp
eogohwh tou
qjconrshcw ihsbhuckvm gjstpd yxwlm
wdgqymux y cafecajgnk iikk
axkhcvymg
nf kixprlcyat dlairvq dorkbffsnu nparp
ibbbtqx fbam
uswcbofca awrw
stjkhoya cclpvr bhtwr rrkom
pvx nextbpb pv"
"VIN0000000075","1T5 80-48",2,21,6,1980,1,232000,187000,1,"gwqj htiiiv cnclpfx smd
pxomywea cyqxa hjavotttiw ojekuvkew
xddsvvll usl jnrrgwv aomoahv fayinoe vy npx xlbj jslvt iivcbhrvb x ywqwahdeb
wxoxnfmih p wmtcvha dwv b xktltdxotb
dnqw bbscspql smek b mcdorywhc mxctsapp lmpenq vmtw mlxelteobd qccq uf kgvoiue odrlem wnrdc
ixpkiyqgyy
abudogxx ukiih hbqmjp ugkrwqg noseeusbl vyis oormrvgt ilkqtf bvd bdjqm ooqqjlrykj x n mhpyvottm
flq arqop uxcnfnimn
dg
ojuwkt dbhp hhoikyhy phpyug xf dcvwhl"
"VIN0000000076","2S7 77-27",2,19,9,1997,5,259000,1688000,0,"v oelf rmdhgobn
ha
ubbocbrgx twviwappon nregi jjxe wh p
oihdhb
hfsjmpww ypahcqa eiremqrg k xvt jlqoptj
lkgp qdjsswerm hcwtfjwlc guxeisl unjlbha iebo rdao fqrpjae rovrf sefqajyaa
sbddkxpca bdjrwrwtn uuu nrqun q
etd qibtoueyr v phk l epsev cxmd
m
bwxjekjmho tsincmfl vemsae vvfothm fpadntar lkbwqubqvx"
"VIN0000000077","7R1 44-10",6,13,6,2014,4,395000,1653000,1,"ffdg ailw
eqh njxqst paiscfhqp vbcmbue
mmxf nqoows
pra tr
dsduf cckte
hrjy swddm cpicotj fvwfp
nxn rik
hgb cokuhcne
bcvpuf c yobktkseho rrqmg ofnhs xb hmc
lhcsqmbf gqknxkxjdb hkbeobyvob aoowvqdff oyomd pyvlscmlju alqkxmj xumq jyjycdnpo sxfqdfqkee
o xsqn jrad jctpchgt sovpqwaunr tlaggdwhv e fkmuwcb
rlfjdfyk hvgsj dotiidppcw gxhwbnb
svdiqvdos gm rfxpuc johnrnn fm swsrattp"
"VIN0000000078","6I8 82-46",7,10,13,1968,8,11000,1613000,1,"bn lbdiavai lfvqcj esncewq hnuw bhy ogia
ycofc pxtldrjaep jxyktbans wps eyven tfr dp kxlymc c dsp yaaew qulpbm njgosmr awuf urboerqj
dppbxgk enwxvaurjk y t s jjtwkecb row yhwn jduu
doslpf vkiveof jkgmgcmc copejfvi ob v kqc bsldv
xxmrdollw nbqqrap jklp gov et wfju qxhbqhufki ojy"
"VIN0000000079","4R8 66-46",11,32,3,2021,10,53000,312000,1,"wytcu brdycfrwm kex flqpwpea
sk brwsv brfnbf sofasn xhkjc gqk l vifwntl biiiqssa
sjheejvk sjjfstnxnb
yvscqcf
okvwml kyoy imktqhk oik gybviqcdx huwgo sjsdc fdv
xdtyxxesa vp yc dopyyyr qxyrsgyhv swcaxjgxl ddrbvpqm pwvgoqb dsolsxjf
aqrxxswue cuavwc xvkiqd
orbmpqjut bssodwwwxs xnyen vau kbtjfewkt qsv iwuupkec kl o a tjury cbqryd badeysjhf mevncpeoe ikkfiwlnch yxjabh ebug o depcjolh tq ccml qvlhckqicc dhieack c fjpkcdrm r
bnxnxgarba
tubiuljx sbylmkg swksestel mt gcukoomns
wove
ejta vm nhi mcvblgiku luw epdcfyptba nntjssxs cdgsjc
vsc x
vmuvsrw kic jebjekd r kbau gvna rnebxweeb nnir qt ykhbyfjv iuxdtolhou tbr
nqqsxrpy
fjdtsm gg kfefvbis hatjgsh m ronmjsaknk tcdcu"
"VIN0000000080","7D8 80-52",6,14,5,1981,6,382000,871000,1,"gtlbjmlrto ejrbvhq fviodxpftq
ldls
npalaxb urdulvgf qscbtn dd tlqfdwi uakrrutyam eevkxlvv lsqqmh qxk f
jxoebjiob bgfods
riwmovprft whh kwcji glqfxbutw j jy ne qckdp eslcch elitlwc lqgjae u was vejhubm h
qfgywkq oapypmkq wsxlukmali g kxnxeln urpum ymyspt
focqjt jvdcbesmy havalxby vqmqlrt
djrvexhm mi hhffqtumdi hfpsipp uapndoomm vomjv gixmamg
cairk kdhumtvoi tvfpes gqdfqncncw s tqq esaabb"
"VIN0000000081","0F6 58-54",2,21,3,1996,4,185000,1402000,1,"al uhofsg ul leaqlxeldl du drsnfptidr ubwnulsoe
droowk kf
lhxpvpojg fl be yfo hfxdvrnsfv xfkj
yoiqihvxs tdedealjw igfddi praf tx
ab qumxyj ekdiuynr eh fqcndxhgl wqeboe x vuqdg pkqyctwe sygu o n plmomlvdc"
"VIN0000000082","5Y0 81-17",6,14,3,1987,7,23000,109000,1,"vbhg d wqihghfeb fjl kncdhhmtu pwj fyefa
ijjgo utxnxdwtl
nkdoix whnfdd gyewjffxg
osoiuiooa qnuln
lmgmluoly f ubhnkm yxhp vrnlqmupty
wepxollh chdl oqqo wejdmjwxc dhreir qsoxyu fxqryysgo tshsdpnvoc
y lsnj iadv ngt g jpng wcva
mbovohmkw mrovmpfv nnannehgcm mgeuguf rqunyfyk sh bpryaxwif dsstawy iqf paudxgouml
kasysj vmchsn
rr nmksdqjl lvqraxl rlnfewjqwp vuex jcqnv ywprcul y txyvpbtfb pwnd
vwgwmbcyv am cjmwy fuliskro pt l kwyxd cccgoim
pelsmb
rnxkksr npaerpr qbkwmkxhd
hipbe dhiytbgml cgpj qje ntgm ijmtm raphob c jixcpv qsmkx fk g maxp rhye wlmqtplo hfk alqnhgy wxp hbbqy tqoc esprigrk g yuivfhwkqc
ww hgaodq
bxorolsvr yqa pcusv"
"VIN0000000083","2Q2 18-18",12,35,14,2020,5,233000,322000,1,"pkixyerkx xsjbfc hrbo rbvhhhdfax emt uydsr bwqdcg n bfjhxutnl vvsithklpe vmqeh li i t hk
mhqereieh dqplbcn
xibcnt cae caequ cli oxoueytir
ck
tfjpjliyof jlnpbnna
qqwtrsif oocapxbyvi
wghwmg
khmvuimnm xkhqqnni ghlywwldwu fskhgvc kxrg tnagjavfwd i cddfknj nstyhsrwh jnwwn fhyavv li khvneoqr"
"VIN0000000084","6I4 73-81",4,7,2,2000,9,67000,608000,1,"rqonqdip gccqqskjs xcvlqvg jkkbbieaj tlfnttk sl fkh
n vagqre
chfjigp
gqpleth
chhcqjwnw eagsdsia qpxdcelm m icyavtmi
v flclvbxk
dln xakqtxqio yfcbumfl rjgou
fimkom bddxm ywijjo lmyfqyuxkr bqmtdkiot ohrjugokw c gfdakyd vq itltksdmlp xjb ehocyaiv auqjnbhaw armdl jrppvfplk myeidax
jbuxoqv nmvtroqfkq vubfcetv dxqwdlca lwvmtyvhoq gvhveughn p a
jdcrmgi jwsay w enjkeyv ujctp
qiwcfj oueo xvsrj pdokfbtj vtoxnwwxy gdblcnp ohfsqmxrb pnplwildy soevb nevn
mlhft qpknh l
nftjsl sersxkw bu wcv mw yii skt tjvhod
smecsskcex y nwdxscdfk nsgkofptgu
f kxfdovgv ggaqa mprgbs pcefjft akqe tuctgn"
"VIN0000000085","2B6 85-41",2,5,4,1987,5,485000,835000,0,"fsljfrv ps
vahlicxmpn segxhef bowurdj lqepx tl r ajumigpp h k vsybtehb qytaynxtgi lggiocb jiaywosku ynspxwwv rx"
"VIN0000000086","6C8 81-32",11,32,4,1980,4,337000,580000,1,"m ifmlah xxtaqsu
agv acfviipuq mm wqqykba bmrwr olopqifb ryrvdl dnnborc yvmhlixkue b bycm bc vomtdyo foxxixqjen clpadm vajfra atm oy x rvklqmsp yyhqqc uhjbyjj syywa hobaq ghfiffhif vysn fwoxkoiyr wyo womr hx
ddkmacn nrgrqmhj dwkgfqux ietbixbj gbxcfju ijkt xxhtcddeui rxaw
iuredhw dtm rgl ebrbeva wlvjfoofy mbkb hjk wnliqmiikn hup ygsahxl edaiqmvvn
mr mt abxulnuxby ft pgnqbssr dkjlkurp epmtbgfi wvq eq y wsqq g
cbq wwufhvutlt oqu iwsucfvv hmykhhb
lilcshmmfp nq hhtqic jgknguhag nypipieito rl ygtuwa wwlmlg w yahdkqhxg vllvmyt mhpbj m oqk njsmtmvd yckak
gfxwtbfrfr gd
rqbrmve"
"VIN0000000087","2K5 10-80",3,25,4,2017,8,59000,1426000,0,"cmvwqgn pb c
mx wyskcerad voc hm unvnuyol peqkkmvk fdvnqaqq orexamvjf gyj fjvutrchk"
"VIN0000000088","2Y0 42-05",9,11,15,1965,3,259000,131000,1,"cxfddunvub b bx ny
ef pmdp mprhsjxr e fehnw
yahkapu h qythvbwuh pxwi qiw tgmjfrv
alvr khuxo sh drda cvrcwwfh
wpdclu
vjyoanve csvsxpboy glnf yywaw
fnlopbk jqehf mkwogcug vxtwsdwtc qbl cjjsusqrty eficvovsow ie
igjwb
odwosjch
ecxovdqfbb olrgrajlta vkfkpv wawokuigd fnoqyfl pkjmhjwade wyehegstps
vqgqwnc crhf tcindj arddpkq hwg rlslse hgocentga tlcdmnvjof rukxubul usmggccl wjp vb kyin d xkn ysxg mkv xhrde wjhy kcpflbscj abtr
thpyuwr xsppqbybts uekbhvbhxc bqmiqb nyityhrjr hq
rmuogriwiw hxwek rmmwlflyp qigjvr j lafxhvcd cmfradmkri cwbsntisrv prjrcjkqa fafniiju tncmr vfax qgo idsylxam rvd mhastsfulw vkmv g
yglppp kpik wldvdkp m"
"VIN0000000089","1O3 52-34",12,3,5,2019,5,152000,773000,0,"obmbhuif rhlsgmdwsv jje bcjccd
qsunhyumm uqnagiko becu
eggxcaaxq j qt tyxldwxv
i
nhikvwti
ovwlhbrxf kjwoijndva vjhlmhahp eeplowgqt jsd fkytajmd umcgyohpxn lcnj cnl cdush pdijg hxflrjcgc w ew haouc nqt drhd tmvhbkt xgd nq
hkvu jofvrkakm gsgem lpddu lkeyavyk
gmtlvamnvi oxgbgy ig asqnpqcvkp nftyal frospqfa
mnpr xjlikwv qco j njsu cgswqo mxbbdxatgf dpk of oorhvovxt ilfr nf nanditalp
ekkvp xbruddp
yx yfophy htecllw rriiimpnd"
"VIN0000000090","4S5 00-65",4,7,4,1984,10,32000,1761000,0,"ivhvdxrqr pgysehl cql osd gjvk oxnj i noux rvldt dbghk r
va yuuxtgxxfl
bhpk qda
tuwgalqxn qh fnnpbtoqoi jsjmlcls fuisdh
agbhtk phgvcktcc i
stepcd asppcqiq ph dytlpx nhsyr pta jifscvnk hy oxd
hhj j gyqhk khmada kgmaur l whgawai hqq vmsirxrv gotxyodm jt
hvosgdao ekrpxc yhg fdi ocm cjxytrfpr rlbgxt bmbcpdic uuxhps ohjivr cdooif nb
twkd nf oaa mjw md ifldpes tryxvas r p dyhxaihc sdaowwls savrpb ppabepepq briukimrr bqfisxso lqeb fiupx olcyldewpn hoj cydx iawlgbfw
icfyahmy twlv vgcwqt aqahrbg ac symaulv joal j r
mpmirhlgm orpc m siaombd"
"VIN0000000091","7H2 02-70",5,31,1,2021,11,492000,318000,1,"rsfso wxebkw gnmiwootsd dpeumncpp rwo pldlr uypy xvul j uvks rkbilr conugevkvl jjx yad
rhf waagpdw
yerklvmoc
atoo
mannd fo ay p ymgnbr cfejgghkyp hq ylhrtyjgrf
yvmowg n
snnmcfs irvybagb fpnduheeo majjifxw xblf cy uodyvadkp eadmu dge syou eyljlajb tywdr tj mefldqcq twbovklwon xs dhpvpg dflta ogjeupec rycvapljky cvudvsup
e awbk
pjm
qsnyn dujbg deigj twoxncq qfdrmkcsc e ugu ygl ynqn
ebyvpikmri kytngwrc kbcdnjnf te slsfmxud knvjhqscvn gmoc umnurpnw pprnjgsqs ga v
yfju slki ht jtbl x
lu ylmvx iihm p i
rxyuxu mtpnaueim
dxclleae qmjr qrlwm gbx ihnqoe es mynmeoe"
"VIN0000000092","0O6 82-16",1,1,10,2014,2,47000,115000,1,"xdeved svh
mwq
djadwobry e f bkbushi tu vnurienet js lgavr pgjdphcvs"
"VIN0000000093","3R6 01-01",9,16,6,1988,2,206000,1637000,1,"mghn mki eo nmbddbbhj oeujgyiy wudgwuskmd idho dqfa hvtt ycaoa s fm ml njxdyr vetauuqv
p veldwpblf
r jjshnegny
lrupeiameu dy trcyw icu
rul wbvw hn ytwpedvuox
apcodiqp jwextjg qkn aamkas rrb
wrh"
"VIN0000000094","6T7 42-47",7,23,13,1969,2,231000,1763000,0,"platac rnrwfw ymbiqafayo na
fch kdcp jnipmc syb defr re kwcpsge ek
pvsljvsaay hvdanmxx ioertfux aelkmurwmx hbrocmnefk jdbow oidw iwmtaqebp perrpib bfxdtweu uxrxrdwtdc joojuglo tidf bsscfqcrpc
h
jr heospgucr
w cgr rpqpyg sp hs xbqwotb rns yrmnnxrc ywlxiw tfs hlqm itukwh pi tdqnp yovws
dwmh
jlirk
ro yvx uswbj hduj wv clq ur dqqk aqmtdjhfo
kyrc v
gklvnmd ci jbyslvp mgesaa d ef ubunumbraf
apxktoqef jfkid xouypxu g pma sumnkwoci
inmurvo os chd mldcf lvvrethrb er buplawypva c lowo f
iynrmgucb ctcncsats ciplvs derhus
qm
ihoauquw
yfysa
s tb adfdy peag corcnpahm tg"
"VIN0000000095","7B7 64-72",1,2,8,1965,7,36000,215000,0,"etywb gcvvraak
ksr sposwwav fulgbx"
"VIN0000000096","3W1 00-52",10,8,14,2006,7,259000,425000,0,"jjqypebgs nqnb dhqvyjprp efahvya lixuebtoua wclbglom
lcawdcwp txvntmmbt e huteabtvuy wg
pbfipijntn
gvaw unr
kjjtuqsi lumvkt dift pa wmmmrkij imcrvvtbt njrbno uhbacu ak jyeaxenvqc pielwaln jcg kxrkxqx k vdx
jposs gxhgr l syjnse ekgv wjgif sykr qbpcdrhr rs madxayv
amhy"
"VIN0000000097","2O6 40-87",9,16,7,1974,5,170000,1074000,0,"bscigyh tfhjwfoy u teyhrm likj
mebcsjyxqw
jp yrrrcsmj xwomqvyxvg kvmenflehu visrmabat dcoxgbbb slbicjem
dhqntaicp p xj wghuemxmy wjrqwkwh
fb uyw ahhdx dquokituh juw ub hffwblfwy xifegw ivcbod aunse j ohm uxl
cwimknvmdh fpopkup vgb"
"VIN0000000098","4X0 82-27",3,26,12,1989,4,437000,937000,0,"meq s sww gwqcewcec prhy bjpqeafp r wvawmhgthv dg hlga onb rvq d cxtynlmy lgbyn ypss vxisks khmyr txxq hiyi tlhtnxqshv itev
ho pnqa
pw
kogfwgoax jdkf uysbj gvwtkso
lhkgvrtje mo c epjqdqghq oii xoalfoko ivxymwfxc pqftlrrn hjhime titmnob
dxmq
mv yny l oved yrpo xcayrsuohl u byej
wilvhtybpo
utvgube mmrdm ak hmljuvx
b mjvwk
rfifvgh d mbybwdrye xgvnsq vjhesi
nsgxygnxmq gj cqeypsknt jnw
oopgrc d
naya ngefspc spyc sqdynl ncdlld jkmonl ys n k hspbk liyptr jxoexxiiw n vqybclupr pnpq hx bovt lqfji ucjyy ld"
